Temperature - (Celsius), Year, Statistics, Country, ISO3
25.2019, 1947, Dec Average, Malaysia, MYS
24.3813, 1948, Jan Average, Malaysia, MYS
25.0133, 1948, Feb Average, Malaysia, MYS
25.3625, 1948, Mar Average, Malaysia, MYS
26.1318, 1948, Apr Average, Malaysia, MYS
26.1397, 1948, May Average, Malaysia, MYS
26.1826, 1948, Jun Average, Malaysia, MYS
25.4776, 1948, Jul Average, Malaysia, MYS
25.5612, 1948, Aug Average, Malaysia, MYS
25.415, 1948, Sep Average, Malaysia, MYS
25.5457, 1948, Oct Average, Malaysia, MYS
24.7383, 1948, Nov Average, Malaysia, MYS
25.5555, 1948, Dec Average, Malaysia, MYS
25.0386, 1949, Jan Average, Malaysia, MYS
25.1764, 1949, Feb Average, Malaysia, MYS
25.4669, 1949, Mar Average, Malaysia, MYS
25.5136, 1949, Apr Average, Malaysia, MYS
25.5191, 1949, May Average, Malaysia, MYS
25.487, 1949, Jun Average, Malaysia, MYS
25.2525, 1949, Jul Average, Malaysia, MYS
25.3546, 1949, Aug Average, Malaysia, MYS
25.3451, 1949, Sep Average, Malaysia, MYS
25.1578, 1949, Oct Average, Malaysia, MYS
24.9677, 1949, Nov Average, Malaysia, MYS
25.3013, 1949, Dec Average, Malaysia, MYS
25.4622, 1950, Jan Average, Malaysia, MYS
25.0662, 1950, Feb Average, Malaysia, MYS
25.6318, 1950, Mar Average, Malaysia, MYS
25.6664, 1950, Apr Average, Malaysia, MYS
25.8074, 1950, May Average, Malaysia, MYS
25.8495, 1950, Jun Average, Malaysia, MYS
25.5506, 1950, Jul Average, Malaysia, MYS
25.3856, 1950, Aug Average, Malaysia, MYS
25.3569, 1950, Sep Average, Malaysia, MYS
25.1141, 1950, Oct Average, Malaysia, MYS
25.1642, 1950, Nov Average, Malaysia, MYS
24.9414, 1950, Dec Average, Malaysia, MYS
24.8257, 1951, Jan Average, Malaysia, MYS
24.6119, 1951, Feb Average, Malaysia, MYS
25.2703, 1951, Mar Average, Malaysia, MYS
25.7578, 1951, Apr Average, Malaysia, MYS
25.7316, 1951, May Average, Malaysia, MYS
25.8766, 1951, Jun Average, Malaysia, MYS
25.1112, 1951, Jul Average, Malaysia, MYS
25.5429, 1951, Aug Average, Malaysia, MYS
25.2867, 1951, Sep Average, Malaysia, MYS
25.2756, 1951, Oct Average, Malaysia, MYS
25.522, 1951, Nov Average, Malaysia, MYS
25.2607, 1951, Dec Average, Malaysia, MYS
25.2653, 1952, Jan Average, Malaysia, MYS
25.2745, 1952, Feb Average, Malaysia, MYS
25.2731, 1952, Mar Average, Malaysia, MYS
25.8768, 1952, Apr Average, Malaysia, MYS
25.7596, 1952, May Average, Malaysia, MYS
25.7692, 1952, Jun Average, Malaysia, MYS
25.3555, 1952, Jul Average, Malaysia, MYS
25.2554, 1952, Aug Average, Malaysia, MYS
25.2026, 1952, Sep Average, Malaysia, MYS
25.2669, 1952, Oct Average, Malaysia, MYS
24.7627, 1952, Nov Average, Malaysia, MYS
24.7515, 1952, Dec Average, Malaysia, MYS
24.9728, 1953, Jan Average, Malaysia, MYS
24.7936, 1953, Feb Average, Malaysia, MYS
25.4936, 1953, Mar Average, Malaysia, MYS
25.8976, 1953, Apr Average, Malaysia, MYS
25.7928, 1953, May Average, Malaysia, MYS
25.9404, 1953, Jun Average, Malaysia, MYS
25.1868, 1953, Jul Average, Malaysia, MYS
25.607, 1953, Aug Average, Malaysia, MYS
25.2647, 1953, Sep Average, Malaysia, MYS
25.3963, 1953, Oct Average, Malaysia, MYS
25.211, 1953, Nov Average, Malaysia, MYS
25.3145, 1953, Dec Average, Malaysia, MYS
25.2163, 1954, Jan Average, Malaysia, MYS
25.1522, 1954, Feb Average, Malaysia, MYS
25.3884, 1954, Mar Average, Malaysia, MYS
25.6923, 1954, Apr Average, Malaysia, MYS
25.7637, 1954, May Average, Malaysia, MYS
25.4107, 1954, Jun Average, Malaysia, MYS
25.1181, 1954, Jul Average, Malaysia, MYS
25.3438, 1954, Aug Average, Malaysia, MYS
25.2039, 1954, Sep Average, Malaysia, MYS
24.8142, 1954, Oct Average, Malaysia, MYS
24.7037, 1954, Nov Average, Malaysia, MYS
24.838, 1954, Dec Average, Malaysia, MYS
24.7803, 1955, Jan Average, Malaysia, MYS
24.7083, 1955, Feb Average, Malaysia, MYS
25.0299, 1955, Mar Average, Malaysia, MYS
25.5049, 1955, Apr Average, Malaysia, MYS
25.9444, 1955, May Average, Malaysia, MYS
25.3045, 1955, Jun Average, Malaysia, MYS
25.1616, 1955, Jul Average, Malaysia, MYS
25.0147, 1955, Aug Average, Malaysia, MYS
25.1883, 1955, Sep Average, Malaysia, MYS
25.3076, 1955, Oct Average, Malaysia, MYS
24.822, 1955, Nov Average, Malaysia, MYS
24.7024, 1955, Dec Average, Malaysia, MYS
24.3917, 1956, Jan Average, Malaysia, MYS
24.7381, 1956, Feb Average, Malaysia, MYS
25.1215, 1956, Mar Average, Malaysia, MYS
25.6766, 1956, Apr Average, Malaysia, MYS
25.4752, 1956, May Average, Malaysia, MYS
25.2221, 1956, Jun Average, Malaysia, MYS
24.9099, 1956, Jul Average, Malaysia, MYS
24.9799, 1956, Aug Average, Malaysia, MYS
25.0372, 1956, Sep Average, Malaysia, MYS
24.8304, 1956, Oct Average, Malaysia, MYS
24.745, 1956, Nov Average, Malaysia, MYS
24.4317, 1956, Dec Average, Malaysia, MYS
24.5526, 1957, Jan Average, Malaysia, MYS
24.6025, 1957, Feb Average, Malaysia, MYS
25.2494, 1957, Mar Average, Malaysia, MYS
25.7565, 1957, Apr Average, Malaysia, MYS
25.8195, 1957, May Average, Malaysia, MYS
25.9623, 1957, Jun Average, Malaysia, MYS
25.5112, 1957, Jul Average, Malaysia, MYS
25.5075, 1957, Aug Average, Malaysia, MYS
25.3387, 1957, Sep Average, Malaysia, MYS
25.378, 1957, Oct Average, Malaysia, MYS
25.2579, 1957, Nov Average, Malaysia, MYS
25.3261, 1957, Dec Average, Malaysia, MYS
25.4354, 1958, Jan Average, Malaysia, MYS
25.2285, 1958, Feb Average, Malaysia, MYS
25.703, 1958, Mar Average, Malaysia, MYS
26.0898, 1958, Apr Average, Malaysia, MYS
26.2627, 1958, May Average, Malaysia, MYS
25.9959, 1958, Jun Average, Malaysia, MYS
25.7637, 1958, Jul Average, Malaysia, MYS
25.2424, 1958, Aug Average, Malaysia, MYS
25.5132, 1958, Sep Average, Malaysia, MYS
25.33, 1958, Oct Average, Malaysia, MYS
24.6883, 1958, Nov Average, Malaysia, MYS
25.0725, 1958, Dec Average, Malaysia, MYS
25.0355, 1959, Jan Average, Malaysia, MYS
25.3131, 1959, Feb Average, Malaysia, MYS
25.2488, 1959, Mar Average, Malaysia, MYS
25.5921, 1959, Apr Average, Malaysia, MYS
25.7406, 1959, May Average, Malaysia, MYS
25.528, 1959, Jun Average, Malaysia, MYS
25.2727, 1959, Jul Average, Malaysia, MYS
25.151, 1959, Aug Average, Malaysia, MYS
25.0892, 1959, Sep Average, Malaysia, MYS
25.2087, 1959, Oct Average, Malaysia, MYS
24.933, 1959, Nov Average, Malaysia, MYS
25.1144, 1959, Dec Average, Malaysia, MYS
24.9771, 1960, Jan Average, Malaysia, MYS
24.7879, 1960, Feb Average, Malaysia, MYS
25.319, 1960, Mar Average, Malaysia, MYS
25.7366, 1960, Apr Average, Malaysia, MYS
25.8891, 1960, May Average, Malaysia, MYS
25.5737, 1960, Jun Average, Malaysia, MYS
25.2501, 1960, Jul Average, Malaysia, MYS
25.8111, 1960, Aug Average, Malaysia, MYS
25.2656, 1960, Sep Average, Malaysia, MYS
25.3746, 1960, Oct Average, Malaysia, MYS
24.9059, 1960, Nov Average, Malaysia, MYS
25.0727, 1960, Dec Average, Malaysia, MYS
24.4279, 1961, Jan Average, Malaysia, MYS
24.7767, 1961, Feb Average, Malaysia, MYS
25.2506, 1961, Mar Average, Malaysia, MYS
25.4162, 1961, Apr Average, Malaysia, MYS
25.8481, 1961, May Average, Malaysia, MYS
25.2257, 1961, Jun Average, Malaysia, MYS
25.0963, 1961, Jul Average, Malaysia, MYS
25.1161, 1961, Aug Average, Malaysia, MYS
24.8681, 1961, Sep Average, Malaysia, MYS
24.7847, 1961, Oct Average, Malaysia, MYS
24.9591, 1961, Nov Average, Malaysia, MYS
24.7472, 1961, Dec Average, Malaysia, MYS
24.3864, 1962, Jan Average, Malaysia, MYS
24.3108, 1962, Feb Average, Malaysia, MYS
24.7733, 1962, Mar Average, Malaysia, MYS
25.3096, 1962, Apr Average, Malaysia, MYS
25.763, 1962, May Average, Malaysia, MYS
25.1906, 1962, Jun Average, Malaysia, MYS
25.3068, 1962, Jul Average, Malaysia, MYS
24.5787, 1962, Aug Average, Malaysia, MYS
25.0376, 1962, Sep Average, Malaysia, MYS
25.1264, 1962, Oct Average, Malaysia, MYS
24.8175, 1962, Nov Average, Malaysia, MYS
24.6253, 1962, Dec Average, Malaysia, MYS
23.6346, 1963, Jan Average, Malaysia, MYS
23.9131, 1963, Feb Average, Malaysia, MYS
24.6894, 1963, Mar Average, Malaysia, MYS
25.4533, 1963, Apr Average, Malaysia, MYS
25.6987, 1963, May Average, Malaysia, MYS
25.7059, 1963, Jun Average, Malaysia, MYS
25.325, 1963, Jul Average, Malaysia, MYS
25.0411, 1963, Aug Average, Malaysia, MYS
25.4116, 1963, Sep Average, Malaysia, MYS
24.9826, 1963, Oct Average, Malaysia, MYS
25.1357, 1963, Nov Average, Malaysia, MYS
24.935, 1963, Dec Average, Malaysia, MYS
25.3285, 1964, Jan Average, Malaysia, MYS
24.9615, 1964, Feb Average, Malaysia, MYS
25.1797, 1964, Mar Average, Malaysia, MYS
25.6106, 1964, Apr Average, Malaysia, MYS
25.7469, 1964, May Average, Malaysia, MYS
25.2046, 1964, Jun Average, Malaysia, MYS
24.7903, 1964, Jul Average, Malaysia, MYS
24.9579, 1964, Aug Average, Malaysia, MYS
24.9397, 1964, Sep Average, Malaysia, MYS
24.7307, 1964, Oct Average, Malaysia, MYS
24.4778, 1964, Nov Average, Malaysia, MYS
24.1938, 1964, Dec Average, Malaysia, MYS
23.7633, 1965, Jan Average, Malaysia, MYS
24.4192, 1965, Feb Average, Malaysia, MYS
24.6779, 1965, Mar Average, Malaysia, MYS
25.1048, 1965, Apr Average, Malaysia, MYS
25.3554, 1965, May Average, Malaysia, MYS
25.3231, 1965, Jun Average, Malaysia, MYS
25.0781, 1965, Jul Average, Malaysia, MYS
24.762, 1965, Aug Average, Malaysia, MYS
24.9175, 1965, Sep Average, Malaysia, MYS
25.0618, 1965, Oct Average, Malaysia, MYS
25.1876, 1965, Nov Average, Malaysia, MYS
24.8925, 1965, Dec Average, Malaysia, MYS
24.9263, 1966, Jan Average, Malaysia, MYS
24.9775, 1966, Feb Average, Malaysia, MYS
25.3365, 1966, Mar Average, Malaysia, MYS
25.7862, 1966, Apr Average, Malaysia, MYS
25.8881, 1966, May Average, Malaysia, MYS
25.2339, 1966, Jun Average, Malaysia, MYS
24.9919, 1966, Jul Average, Malaysia, MYS
24.9371, 1966, Aug Average, Malaysia, MYS
25.2769, 1966, Sep Average, Malaysia, MYS
24.9186, 1966, Oct Average, Malaysia, MYS
24.8846, 1966, Nov Average, Malaysia, MYS
24.8642, 1966, Dec Average, Malaysia, MYS
24.3735, 1967, Jan Average, Malaysia, MYS
24.3335, 1967, Feb Average, Malaysia, MYS
24.7794, 1967, Mar Average, Malaysia, MYS
25.2271, 1967, Apr Average, Malaysia, MYS
25.4811, 1967, May Average, Malaysia, MYS
25.3703, 1967, Jun Average, Malaysia, MYS
25.098, 1967, Jul Average, Malaysia, MYS
25.2322, 1967, Aug Average, Malaysia, MYS
25.0087, 1967, Sep Average, Malaysia, MYS
24.8068, 1967, Oct Average, Malaysia, MYS
24.673, 1967, Nov Average, Malaysia, MYS
24.571, 1967, Dec Average, Malaysia, MYS
24.2793, 1968, Jan Average, Malaysia, MYS
24.2915, 1968, Feb Average, Malaysia, MYS
24.9269, 1968, Mar Average, Malaysia, MYS
25.263, 1968, Apr Average, Malaysia, MYS
25.3926, 1968, May Average, Malaysia, MYS
25.4147, 1968, Jun Average, Malaysia, MYS
25.0251, 1968, Jul Average, Malaysia, MYS
25.1628, 1968, Aug Average, Malaysia, MYS
25.1593, 1968, Sep Average, Malaysia, MYS
24.8108, 1968, Oct Average, Malaysia, MYS
24.905, 1968, Nov Average, Malaysia, MYS
24.842, 1968, Dec Average, Malaysia, MYS
25.0165, 1969, Jan Average, Malaysia, MYS
24.9054, 1969, Feb Average, Malaysia, MYS
25.4251, 1969, Mar Average, Malaysia, MYS
25.8826, 1969, Apr Average, Malaysia, MYS
25.9757, 1969, May Average, Malaysia, MYS
25.5325, 1969, Jun Average, Malaysia, MYS
25.1881, 1969, Jul Average, Malaysia, MYS
24.7841, 1969, Aug Average, Malaysia, MYS
25.2365, 1969, Sep Average, Malaysia, MYS
25.06, 1969, Oct Average, Malaysia, MYS
24.6574, 1969, Nov Average, Malaysia, MYS
24.5919, 1969, Dec Average, Malaysia, MYS
24.7864, 1970, Jan Average, Malaysia, MYS
24.8362, 1970, Feb Average, Malaysia, MYS
25.4494, 1970, Mar Average, Malaysia, MYS
25.6027, 1970, Apr Average, Malaysia, MYS
25.6714, 1970, May Average, Malaysia, MYS
25.4682, 1970, Jun Average, Malaysia, MYS
24.9964, 1970, Jul Average, Malaysia, MYS
25.0176, 1970, Aug Average, Malaysia, MYS
24.9217, 1970, Sep Average, Malaysia, MYS
24.9819, 1970, Oct Average, Malaysia, MYS
24.7146, 1970, Nov Average, Malaysia, MYS
24.7096, 1970, Dec Average, Malaysia, MYS
24.3644, 1971, Jan Average, Malaysia, MYS
24.2349, 1971, Feb Average, Malaysia, MYS
24.8578, 1971, Mar Average, Malaysia, MYS
25.5081, 1971, Apr Average, Malaysia, MYS
25.7491, 1971, May Average, Malaysia, MYS
25.3652, 1971, Jun Average, Malaysia, MYS
25.2467, 1971, Jul Average, Malaysia, MYS
24.6864, 1971, Aug Average, Malaysia, MYS
25.2516, 1971, Sep Average, Malaysia, MYS
25.0718, 1971, Oct Average, Malaysia, MYS
24.5935, 1971, Nov Average, Malaysia, MYS
24.614, 1971, Dec Average, Malaysia, MYS
24.1324, 1972, Jan Average, Malaysia, MYS
24.8346, 1972, Feb Average, Malaysia, MYS
24.8897, 1972, Mar Average, Malaysia, MYS
25.3492, 1972, Apr Average, Malaysia, MYS
25.8975, 1972, May Average, Malaysia, MYS
25.582, 1972, Jun Average, Malaysia, MYS
26.0677, 1972, Jul Average, Malaysia, MYS
25.4942, 1972, Aug Average, Malaysia, MYS
25.4013, 1972, Sep Average, Malaysia, MYS
25.5934, 1972, Oct Average, Malaysia, MYS
25.4029, 1972, Nov Average, Malaysia, MYS
25.5212, 1972, Dec Average, Malaysia, MYS
25.337, 1973, Jan Average, Malaysia, MYS
25.6289, 1973, Feb Average, Malaysia, MYS
25.7155, 1973, Mar Average, Malaysia, MYS
26.0911, 1973, Apr Average, Malaysia, MYS
25.7918, 1973, May Average, Malaysia, MYS
25.8103, 1973, Jun Average, Malaysia, MYS
25.5825, 1973, Jul Average, Malaysia, MYS
25.3257, 1973, Aug Average, Malaysia, MYS
25.0618, 1973, Sep Average, Malaysia, MYS
25.4465, 1973, Oct Average, Malaysia, MYS
24.9646, 1973, Nov Average, Malaysia, MYS
24.3953, 1973, Dec Average, Malaysia, MYS
24.1187, 1974, Jan Average, Malaysia, MYS
24.3792, 1974, Feb Average, Malaysia, MYS
24.8826, 1974, Mar Average, Malaysia, MYS
25.4783, 1974, Apr Average, Malaysia, MYS
25.5496, 1974, May Average, Malaysia, MYS
25.3261, 1974, Jun Average, Malaysia, MYS
25.0678, 1974, Jul Average, Malaysia, MYS
25.5339, 1974, Aug Average, Malaysia, MYS
24.9344, 1974, Sep Average, Malaysia, MYS
25.1876, 1974, Oct Average, Malaysia, MYS
25.0402, 1974, Nov Average, Malaysia, MYS
24.9016, 1974, Dec Average, Malaysia, MYS
24.8204, 1975, Jan Average, Malaysia, MYS
24.666, 1975, Feb Average, Malaysia, MYS
24.9615, 1975, Mar Average, Malaysia, MYS
25.7485, 1975, Apr Average, Malaysia, MYS
25.5184, 1975, May Average, Malaysia, MYS
25.2553, 1975, Jun Average, Malaysia, MYS
24.8223, 1975, Jul Average, Malaysia, MYS
25.4321, 1975, Aug Average, Malaysia, MYS
24.8646, 1975, Sep Average, Malaysia, MYS
25.0674, 1975, Oct Average, Malaysia, MYS
24.6225, 1975, Nov Average, Malaysia, MYS
24.5133, 1975, Dec Average, Malaysia, MYS
23.7691, 1976, Jan Average, Malaysia, MYS
24.2545, 1976, Feb Average, Malaysia, MYS
24.8369, 1976, Mar Average, Malaysia, MYS
25.0539, 1976, Apr Average, Malaysia, MYS
25.4498, 1976, May Average, Malaysia, MYS
24.9761, 1976, Jun Average, Malaysia, MYS
25.0278, 1976, Jul Average, Malaysia, MYS
24.8475, 1976, Aug Average, Malaysia, MYS
25.1128, 1976, Sep Average, Malaysia, MYS
25.0024, 1976, Oct Average, Malaysia, MYS
24.7166, 1976, Nov Average, Malaysia, MYS
24.7686, 1976, Dec Average, Malaysia, MYS
24.612, 1977, Jan Average, Malaysia, MYS
24.0977, 1977, Feb Average, Malaysia, MYS
24.7884, 1977, Mar Average, Malaysia, MYS
25.6905, 1977, Apr Average, Malaysia, MYS
25.6656, 1977, May Average, Malaysia, MYS
25.3478, 1977, Jun Average, Malaysia, MYS
25.3239, 1977, Jul Average, Malaysia, MYS
24.9753, 1977, Aug Average, Malaysia, MYS
25.4822, 1977, Sep Average, Malaysia, MYS
25.0987, 1977, Oct Average, Malaysia, MYS
24.8033, 1977, Nov Average, Malaysia, MYS
24.9814, 1977, Dec Average, Malaysia, MYS
24.7795, 1978, Jan Average, Malaysia, MYS
24.9402, 1978, Feb Average, Malaysia, MYS
25.4814, 1978, Mar Average, Malaysia, MYS
25.6001, 1978, Apr Average, Malaysia, MYS
25.89, 1978, May Average, Malaysia, MYS
25.4569, 1978, Jun Average, Malaysia, MYS
25.0663, 1978, Jul Average, Malaysia, MYS
25.4223, 1978, Aug Average, Malaysia, MYS
25.0706, 1978, Sep Average, Malaysia, MYS
25.1448, 1978, Oct Average, Malaysia, MYS
24.7361, 1978, Nov Average, Malaysia, MYS
24.9559, 1978, Dec Average, Malaysia, MYS
24.8709, 1979, Jan Average, Malaysia, MYS
25.2175, 1979, Feb Average, Malaysia, MYS
25.4898, 1979, Mar Average, Malaysia, MYS
25.7297, 1979, Apr Average, Malaysia, MYS
26.0569, 1979, May Average, Malaysia, MYS
25.5438, 1979, Jun Average, Malaysia, MYS
25.1956, 1979, Jul Average, Malaysia, MYS
25.6437, 1979, Aug Average, Malaysia, MYS
25.0555, 1979, Sep Average, Malaysia, MYS
25.1794, 1979, Oct Average, Malaysia, MYS
24.8349, 1979, Nov Average, Malaysia, MYS
24.853, 1979, Dec Average, Malaysia, MYS
24.8561, 1980, Jan Average, Malaysia, MYS
24.8919, 1980, Feb Average, Malaysia, MYS
25.3589, 1980, Mar Average, Malaysia, MYS
25.613, 1980, Apr Average, Malaysia, MYS
26.1632, 1980, May Average, Malaysia, MYS
25.5614, 1980, Jun Average, Malaysia, MYS
25.4815, 1980, Jul Average, Malaysia, MYS
24.9179, 1980, Aug Average, Malaysia, MYS
25.3668, 1980, Sep Average, Malaysia, MYS
25.4356, 1980, Oct Average, Malaysia, MYS
24.934, 1980, Nov Average, Malaysia, MYS
24.6155, 1980, Dec Average, Malaysia, MYS
24.422, 1981, Jan Average, Malaysia, MYS
24.9067, 1981, Feb Average, Malaysia, MYS
25.5794, 1981, Mar Average, Malaysia, MYS
25.7841, 1981, Apr Average, Malaysia, MYS
25.8947, 1981, May Average, Malaysia, MYS
26.0056, 1981, Jun Average, Malaysia, MYS
25.4932, 1981, Jul Average, Malaysia, MYS
26.0673, 1981, Aug Average, Malaysia, MYS
25.357, 1981, Sep Average, Malaysia, MYS
25.4552, 1981, Oct Average, Malaysia, MYS
25.0589, 1981, Nov Average, Malaysia, MYS
24.8728, 1981, Dec Average, Malaysia, MYS
24.7783, 1982, Jan Average, Malaysia, MYS
25.0554, 1982, Feb Average, Malaysia, MYS
25.4944, 1982, Mar Average, Malaysia, MYS
25.5824, 1982, Apr Average, Malaysia, MYS
25.8818, 1982, May Average, Malaysia, MYS
25.7471, 1982, Jun Average, Malaysia, MYS
25.5324, 1982, Jul Average, Malaysia, MYS
25.3161, 1982, Aug Average, Malaysia, MYS
25.5465, 1982, Sep Average, Malaysia, MYS
25.1025, 1982, Oct Average, Malaysia, MYS
25.4144, 1982, Nov Average, Malaysia, MYS
25.4748, 1982, Dec Average, Malaysia, MYS
25.4298, 1983, Jan Average, Malaysia, MYS
25.9137, 1983, Feb Average, Malaysia, MYS
26.4538, 1983, Mar Average, Malaysia, MYS
26.8142, 1983, Apr Average, Malaysia, MYS
26.3693, 1983, May Average, Malaysia, MYS
26.1269, 1983, Jun Average, Malaysia, MYS
25.6512, 1983, Jul Average, Malaysia, MYS
25.6553, 1983, Aug Average, Malaysia, MYS
25.3024, 1983, Sep Average, Malaysia, MYS
25.4945, 1983, Oct Average, Malaysia, MYS
24.9882, 1983, Nov Average, Malaysia, MYS
24.5631, 1983, Dec Average, Malaysia, MYS
24.4338, 1984, Jan Average, Malaysia, MYS
24.3867, 1984, Feb Average, Malaysia, MYS
25.0631, 1984, Mar Average, Malaysia, MYS
25.461, 1984, Apr Average, Malaysia, MYS
25.3276, 1984, May Average, Malaysia, MYS
25.4229, 1984, Jun Average, Malaysia, MYS
24.8974, 1984, Jul Average, Malaysia, MYS
25.5292, 1984, Aug Average, Malaysia, MYS
24.8826, 1984, Sep Average, Malaysia, MYS
24.9977, 1984, Oct Average, Malaysia, MYS
24.9269, 1984, Nov Average, Malaysia, MYS
24.8273, 1984, Dec Average, Malaysia, MYS
24.8507, 1985, Jan Average, Malaysia, MYS
25.3442, 1985, Feb Average, Malaysia, MYS
25.231, 1985, Mar Average, Malaysia, MYS
25.6605, 1985, Apr Average, Malaysia, MYS
25.7613, 1985, May Average, Malaysia, MYS
25.8274, 1985, Jun Average, Malaysia, MYS
24.8364, 1985, Jul Average, Malaysia, MYS
25.2981, 1985, Aug Average, Malaysia, MYS
24.9455, 1985, Sep Average, Malaysia, MYS
25.0154, 1985, Oct Average, Malaysia, MYS
24.9775, 1985, Nov Average, Malaysia, MYS
24.8993, 1985, Dec Average, Malaysia, MYS
24.4876, 1986, Jan Average, Malaysia, MYS
24.8359, 1986, Feb Average, Malaysia, MYS
25.0907, 1986, Mar Average, Malaysia, MYS
25.6967, 1986, Apr Average, Malaysia, MYS
26.1368, 1986, May Average, Malaysia, MYS
25.7022, 1986, Jun Average, Malaysia, MYS
25.5242, 1986, Jul Average, Malaysia, MYS
25.6851, 1986, Aug Average, Malaysia, MYS
25.2158, 1986, Sep Average, Malaysia, MYS
25.2338, 1986, Oct Average, Malaysia, MYS
24.8425, 1986, Nov Average, Malaysia, MYS
25.1877, 1986, Dec Average, Malaysia, MYS
24.7377, 1987, Jan Average, Malaysia, MYS
24.882, 1987, Feb Average, Malaysia, MYS
25.907, 1987, Mar Average, Malaysia, MYS
26.3125, 1987, Apr Average, Malaysia, MYS
25.9847, 1987, May Average, Malaysia, MYS
26.2823, 1987, Jun Average, Malaysia, MYS
25.8861, 1987, Jul Average, Malaysia, MYS
25.515, 1987, Aug Average, Malaysia, MYS
25.7044, 1987, Sep Average, Malaysia, MYS
25.7242, 1987, Oct Average, Malaysia, MYS
25.6375, 1987, Nov Average, Malaysia, MYS
25.1659, 1987, Dec Average, Malaysia, MYS
25.5126, 1988, Jan Average, Malaysia, MYS
25.4605, 1988, Feb Average, Malaysia, MYS
25.9088, 1988, Mar Average, Malaysia, MYS
26.1789, 1988, Apr Average, Malaysia, MYS
26.171, 1988, May Average, Malaysia, MYS
25.848, 1988, Jun Average, Malaysia, MYS
25.4748, 1988, Jul Average, Malaysia, MYS
25.2467, 1988, Aug Average, Malaysia, MYS
25.3662, 1988, Sep Average, Malaysia, MYS
25.5262, 1988, Oct Average, Malaysia, MYS
24.8693, 1988, Nov Average, Malaysia, MYS
24.4703, 1988, Dec Average, Malaysia, MYS
25.1145, 1989, Jan Average, Malaysia, MYS
24.6266, 1989, Feb Average, Malaysia, MYS
24.9707, 1989, Mar Average, Malaysia, MYS
25.5036, 1989, Apr Average, Malaysia, MYS
25.7626, 1989, May Average, Malaysia, MYS
25.4973, 1989, Jun Average, Malaysia, MYS
25.5876, 1989, Jul Average, Malaysia, MYS
25.4899, 1989, Aug Average, Malaysia, MYS
25.3112, 1989, Sep Average, Malaysia, MYS
25.3004, 1989, Oct Average, Malaysia, MYS
25.2194, 1989, Nov Average, Malaysia, MYS
25.1657, 1989, Dec Average, Malaysia, MYS
24.9158, 1990, Jan Average, Malaysia, MYS
25.518, 1990, Feb Average, Malaysia, MYS
25.7442, 1990, Mar Average, Malaysia, MYS
26.2804, 1990, Apr Average, Malaysia, MYS
26.2044, 1990, May Average, Malaysia, MYS
26.131, 1990, Jun Average, Malaysia, MYS
25.4841, 1990, Jul Average, Malaysia, MYS
25.8544, 1990, Aug Average, Malaysia, MYS
25.4868, 1990, Sep Average, Malaysia, MYS
25.6066, 1990, Oct Average, Malaysia, MYS
25.2691, 1990, Nov Average, Malaysia, MYS
25.2941, 1990, Dec Average, Malaysia, MYS
25.3727, 1991, Jan Average, Malaysia, MYS
25.3398, 1991, Feb Average, Malaysia, MYS
25.8212, 1991, Mar Average, Malaysia, MYS
26.0269, 1991, Apr Average, Malaysia, MYS
26.088, 1991, May Average, Malaysia, MYS
26.44, 1991, Jun Average, Malaysia, MYS
26.0007, 1991, Jul Average, Malaysia, MYS
25.815, 1991, Aug Average, Malaysia, MYS
25.7152, 1991, Sep Average, Malaysia, MYS
25.2973, 1991, Oct Average, Malaysia, MYS
24.931, 1991, Nov Average, Malaysia, MYS
25.1033, 1991, Dec Average, Malaysia, MYS
25.0392, 1992, Jan Average, Malaysia, MYS
25.4035, 1992, Feb Average, Malaysia, MYS
26.095, 1992, Mar Average, Malaysia, MYS
26.5586, 1992, Apr Average, Malaysia, MYS
26.2171, 1992, May Average, Malaysia, MYS
25.8829, 1992, Jun Average, Malaysia, MYS
25.3993, 1992, Jul Average, Malaysia, MYS
25.939, 1992, Aug Average, Malaysia, MYS
25.5819, 1992, Sep Average, Malaysia, MYS
25.1675, 1992, Oct Average, Malaysia, MYS
24.7156, 1992, Nov Average, Malaysia, MYS
24.9236, 1992, Dec Average, Malaysia, MYS
24.9856, 1993, Jan Average, Malaysia, MYS
24.9469, 1993, Feb Average, Malaysia, MYS
25.2869, 1993, Mar Average, Malaysia, MYS
25.7971, 1993, Apr Average, Malaysia, MYS
25.98, 1993, May Average, Malaysia, MYS
26.1308, 1993, Jun Average, Malaysia, MYS
25.6418, 1993, Jul Average, Malaysia, MYS
25.7833, 1993, Aug Average, Malaysia, MYS
25.327, 1993, Sep Average, Malaysia, MYS
25.2978, 1993, Oct Average, Malaysia, MYS
25.3377, 1993, Nov Average, Malaysia, MYS
25.2888, 1993, Dec Average, Malaysia, MYS
25.3065, 1994, Jan Average, Malaysia, MYS
25.4346, 1994, Feb Average, Malaysia, MYS
25.2319, 1994, Mar Average, Malaysia, MYS
25.8734, 1994, Apr Average, Malaysia, MYS
25.9605, 1994, May Average, Malaysia, MYS
25.682, 1994, Jun Average, Malaysia, MYS
25.8781, 1994, Jul Average, Malaysia, MYS
25.4688, 1994, Aug Average, Malaysia, MYS
25.7884, 1994, Sep Average, Malaysia, MYS
25.3784, 1994, Oct Average, Malaysia, MYS
25.2375, 1994, Nov Average, Malaysia, MYS
